model_version,model_name,base_model,local_runtime_path,artifact_relative_path,mlflow_artifact_uri,github_release_uri,checkpoint_sha256,split_registry_sha256,git_commit,hpo_study,hpo_study_fingerprint,final_parameters_json,best_epoch,validation_threshold,validation_iou,validation_dice,test_iou,test_dice,test_precision,test_recall,test_boundary_f1,p50_model_forward_ms,p95_model_forward_ms,p50_end_to_end_ms,p95_end_to_end_ms,throughput_images_per_second,deployment_status,docker_validation_status,created_at_utc
segformer-v3.0.0,water-segformer-b0,nvidia/segformer-b0-finetuned-ade-512-512,/kaggle/working/aereo-water-v3-full/final_training/best_checkpoint,artifacts/checkpoints/segformer_best,file:///kaggle/working/aereo-water-v3-full/tracking/mlartifacts/c5f2e6beaf0b4727ac2d00e1d79b9e77/artifacts,,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,d7f0988bfd5e36c39fb5e1cffef323d2637a2b94daaa466f9a85e130432aa9d5,c2e20725c86f49d1ba74d15c9b21bf2cba3812b3,water_segformer_hpo,708d1a7c8a94ff7d86b17254749d51c7033bb277a1dd5a39b12755d5e39f4753,"{""augmentation_profile"":""light"",""ce_weight"":0.4,""dice_weight"":0.6,""learning_rate"":9.625001540448903e-05,""warmup_ratio"":0.0,""weight_decay"":0.007499977081905773}",14,0.45,0.7378008497924577,0.8329813667035116,0.7276253229163739,0.8258247060989728,0.860920285313485,0.8158677970684586,0.6558145413439712,12.04859209060669,20.807711601257324,31.90999649996229,39.53178770016166,73.92243261878436,production-candidate; Docker runtime validation pending,pending,2026-08-01T18:14:50.166283+00:00
