image_id,split,image_path,mask_path,prediction_path,width,height,threshold,model_forward_latency_ms,tp,fp,fn,tn,iou,dice,precision,recall,specificity,pixel_accuracy,balanced_accuracy,mcc,cohen_kappa,water_fraction,predicted_water_fraction,water_fraction_error,target_has_water,prediction_has_water,empty_mask_correct,empty_mask_false_positive,empty_policy,boundary_precision,boundary_recall,boundary_f1,boundary_iou,hd95,assd
water_body_1002,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1002.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1002.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1002.png,374,176,0.45,16.90087127685547,12413,2377,5417,45617,0.6142920770030188,0.7610668301655427,0.8392832995267072,0.6961862030286035,0.9504729757886402,0.881593339815265,0.8233295894086219,0.6885424173781948,0.6832679613990029,0.27087384540593096,0.2246900826446281,-0.04618376276130287,True,True,False,False,perfect_if_both_empty,0.9568403908794788,0.48988273166245117,0.648001787135909,0.14588041914937333,36.40054944640259,7.170057175854959
water_body_1015,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1015.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1015.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1015.png,165,280,0.45,16.90087127685547,19679,1535,809,24177,0.8935658175543749,0.9437916646683612,0.9276421231262374,0.9605134713002733,0.9403002489110143,0.9492640692640693,0.9504068601056438,0.898034568732979,0.8975826320432823,0.44346320346320345,0.4591774891774892,0.015714285714285736,True,True,False,False,perfect_if_both_empty,0.9478114478114478,0.5055704955820207,0.6594075364243303,0.07389989922741015,44.17236153590203,8.497871781105898
water_body_1018,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1018.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1018.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1018.png,390,620,0.45,16.90087127685547,30178,2486,1837,207299,0.8746992840787223,0.9331622319454537,0.9238917462650013,0.9426206465719195,0.9881497723860142,0.98212158808933,0.9653852094789668,0.9229059787905894,0.9228440632525545,0.13240281224152192,0.13508684863523573,0.0026840363937138123,True,True,False,False,perfect_if_both_empty,0.7789921068609593,0.7255980861244019,0.7513476885327898,0.0959187511754749,29.574345366151952,9.776591324152289
water_body_1024,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1024.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1024.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1024.png,68,91,0.45,16.90087127685547,2569,89,689,2841,0.7675530325664774,0.8684922244759973,0.9665161775771257,0.7885205647636587,0.9696245733788396,0.8742727860374919,0.8790725690712491,0.7647101655087416,0.7504098777106574,0.52650290885585,0.429541047188106,-0.09696186166774406,True,True,False,False,perfect_if_both_empty,1.0,0.57801766437684,0.7325870646766168,0.21284403669724772,19.0,3.326922937391206
water_body_1028,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1028.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1028.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1028.png,322,487,0.45,16.745847702026367,17792,3092,4643,131287,0.6969875034277432,0.8214409381564671,0.851944072016855,0.7930465790060174,0.9769904523772316,0.9506740469600928,0.8850185156916245,0.7935528390491394,0.792868091889169,0.1430675832514954,0.1331768847169258,-0.009890698534569614,True,True,False,False,perfect_if_both_empty,0.9852647352647352,0.6869062370921107,0.8094680544374695,0.23237597911227154,19.026297590440446,3.3360319262665676
water_body_1030,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1030.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1030.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1030.png,112,181,0.45,16.745847702026367,10831,1304,765,7372,0.8396124031007752,0.9128144620959926,0.8925422332097239,0.9340289755087962,0.8497003227293684,0.897938042620363,0.8918646491190823,0.7910936691725834,0.7899079017826856,0.5720205209155486,0.5986089187056038,0.026588397790055285,True,True,False,False,perfect_if_both_empty,0.9632286995515695,0.7055288461538461,0.8144809708586093,0.2533842415827838,5.0,1.5152831502977275
water_body_1059,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1059.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1059.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1059.png,155,236,0.45,16.745847702026367,12898,1694,1003,20985,0.8270599551138186,0.9053451724985084,0.8839089912280702,0.9278469174879506,0.9253053485603422,0.926271186440678,0.9265761330241464,0.8456900991928271,0.8450231691448076,0.3800164024056862,0.39890650628758884,0.018890103881902653,True,True,False,False,perfect_if_both_empty,0.9814814814814815,0.5209416080709264,0.6806265755768165,0.07783278327832784,17.0,4.125488763313528
water_body_1061,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1061.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1061.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1061.png,415,628,0.45,16.745847702026367,260620,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,True,True,False,False,perfect_if_both_empty,1.0,1.0,1.0,1.0,0.0,0.0
water_body_1070,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1070.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1070.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1070.png,131,197,0.45,16.740007400512695,5784,825,575,18623,0.8051224944320713,0.892041949413942,0.8751702224239674,0.9095769775121875,0.957579185520362,0.9457511527880033,0.9335780815162747,0.8561174137522389,0.8558336695836416,0.2464060138722052,0.25609330801720465,0.009687294144999442,True,True,False,False,perfect_if_both_empty,0.9788583509513742,0.7228158390949089,0.8315743688616826,0.1043338683788122,5.0990195135927845,1.883731944138296
water_body_1084,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1084.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1084.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1084.png,148,242,0.45,16.740007400512695,15677,1066,2916,16157,0.7974464621801719,0.8873103916685533,0.9363316012662009,0.8431667831979778,0.9381060210184056,0.8888206388206388,0.8906364021081916,0.7823583091213346,0.7781932243323773,0.5191255304891669,0.46747263792718335,-0.05165289256198352,True,True,False,False,perfect_if_both_empty,0.9782372143634385,0.4574308385159768,0.6233695433095848,0.09860263727612675,41.6293165929973,8.258751196581523
water_body_1092,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1092.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1092.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1092.png,246,372,0.45,16.740007400512695,21628,1036,779,68069,0.9225781683231669,0.9597302034567682,0.9542887398517472,0.9652340786361405,0.9850083206714421,0.9801665355363232,0.9751211996537913,0.946601203109057,0.9465741161850848,0.2448531340152111,0.24766150887315325,0.0028083748579421364,True,True,False,False,perfect_if_both_empty,0.9556962025316456,0.708025343189018,0.813425940804062,0.1132657558395769,5.656854249492381,1.9900704781606036
water_body_1104,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1104.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1104.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1104.png,190,306,0.45,16.740007400512695,24627,1653,7229,24631,0.7349368826285475,0.8472203109949085,0.9371004566210046,0.7730725765946761,0.9371100289149292,0.8472308221534228,0.8550913027548026,0.7101920645867431,0.6972463839081062,0.5479188166494668,0.4520123839009288,-0.09590643274853805,True,True,False,False,perfect_if_both_empty,0.9680291380008094,0.4414631211647215,0.6063873878856745,0.15155398910605575,19.0,4.772806767154718
water_body_1114,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1114.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1114.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1114.png,254,418,0.45,16.747024536132812,32748,1208,1216,71000,0.9310815421357899,0.9643109540636042,0.9644245494168925,0.964197385466965,0.9832705517394195,0.9771691218023585,0.9737339686031923,0.9475270545835274,0.9475270403750518,0.3198960177824662,0.31982066834947065,-7.534943299553065e-05,True,True,False,False,perfect_if_both_empty,0.8960205391527599,0.6612130885873903,0.7609140948114649,0.11242803928208601,7.810249675906654,4.1499351493588055
water_body_1115,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1115.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1115.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1115.png,308,508,0.45,16.747024536132812,52941,949,3077,99497,0.9293275053978619,0.9633693634676275,0.9823900538133234,0.9450712271055732,0.9905521374668976,0.9742688413948256,0.9678116822862355,0.943970546814172,0.9435502610088541,0.35802484916658145,0.3444242765108907,-0.013600572655690757,True,True,False,False,perfect_if_both_empty,0.8555176336746303,0.37883358471593764,0.5251322429530857,0.059786166266637575,25.0,6.651164414226316
water_body_1119,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1119.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1119.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1119.png,538,779,0.45,16.747024536132812,54450,2722,35718,326212,0.5861771988373344,0.7391068277453509,0.9523892814664521,0.6038727708277881,0.9917247836952093,0.9082800845617535,0.7977987772614987,0.7130656623497851,0.6868160768000564,0.21514571631726884,0.1364154788094545,-0.07873023750781433,True,True,False,False,perfect_if_both_empty,0.9203694855868769,0.32713595260367945,0.4827008190866588,0.13518413194938148,91.94454729054692,23.805057457648953
water_body_1143,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1143.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1143.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1143.png,444,678,0.45,16.747024536132812,48262,5297,6317,241156,0.8060324670986706,0.8926001960457933,0.9010997218021247,0.8842595137323879,0.9785070581409031,0.9614193839857557,0.9313832859366455,0.8691465490537833,0.869089102276595,0.18130630630630631,0.17791796220999762,-0.0033883440963086986,True,True,False,False,perfect_if_both_empty,0.9281548868672731,0.6257618184813045,0.7475354217368906,0.196315444549625,26.0,5.010017281350154
water_body_1148,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1148.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1148.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1148.png,411,632,0.45,16.74679946899414,4399,4106,19751,231496,0.15568374858437145,0.2694227530240392,0.5172251616696061,0.18215320910973085,0.9825723041400327,0.9081547014074964,0.5823627566248818,0.2687950842090906,0.23224028788843398,0.09297329760694817,0.032742770026794786,-0.06023052758015338,True,True,False,False,perfect_if_both_empty,0.926605504587156,0.2275044664255523,0.36531508470220003,0.0938097216452015,160.81417804174498,46.9274282741481
water_body_1156,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1156.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1156.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1156.png,469,798,0.45,16.74679946899414,162427,9663,1654,200518,0.9348639377474905,0.9663355851635032,0.943849148701261,0.9899196128741292,0.95402534006404,0.9697618246041543,0.9719724764690847,0.9397973624501563,0.9389189172911694,0.43841212840202853,0.4598115758479354,0.021399447445906883,True,True,False,False,perfect_if_both_empty,0.840173829068083,0.4234306737180961,0.5630802512941189,0.07496506288680375,19.72308292331602,5.4110756966601175
water_body_1160,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1160.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1160.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1160.png,179,299,0.45,16.74679946899414,23137,3392,1074,25918,0.8382059921023077,0.9119826566811194,0.8721399223491274,0.9556399983478584,0.8842715796656431,0.9165561181592272,0.9199557890067507,0.8361224193782189,0.8329745787353761,0.45236449244221894,0.4956745950187777,0.04331010257655876,True,True,False,False,perfect_if_both_empty,0.296411856474259,0.5371775417298937,0.3820245140916268,0.07497243660418963,67.69228002680057,13.940766991510097
water_body_117,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_117.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_117.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_117.png,277,275,0.45,16.74679946899414,32576,2098,2469,39032,0.87704278060469,0.9344941837949483,0.9394935686681664,0.9295477243544015,0.9489910041332361,0.9400459468329504,0.9392693642438188,0.879269573413526,0.8792272553127127,0.4600590744995077,0.45518871020676077,-0.004870364292746954,True,True,False,False,perfect_if_both_empty,0.8697638994668697,0.7558163906937749,0.8087964836062675,0.21004416816620317,10.295630140987,2.7400745611460544
water_body_1174,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1174.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1174.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1174.png,158,215,0.45,16.739856719970703,19202,673,1965,12130,0.8792124542124542,0.9357243799035134,0.9661383647798742,0.9071668162706099,0.947434195110521,0.9223432440388578,0.9273005056905654,0.8405485848793943,0.8378952899221935,0.6231086252575803,0.5850750662349131,-0.03803355902266714,True,True,False,False,perfect_if_both_empty,0.9818819403857393,0.7454128440366973,0.8474609155216503,0.26990718124084023,5.0,1.4161942816966646
water_body_1179,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1179.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1179.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1179.png,347,570,0.45,16.739856719970703,73621,3050,24200,96919,0.729852980539501,0.843832382000321,0.9602196397594919,0.7526093579088334,0.9694905420680411,0.8622276151473786,0.8610499499884372,0.7410104042155495,0.7237811196256836,0.4945699984832398,0.38763840436826935,-0.10693159411497044,True,True,False,False,perfect_if_both_empty,0.8697247706422019,0.2452519171504336,0.3826118872772185,0.040934891485809685,150.08331019803634,35.106170522003545
water_body_118,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_118.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_118.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_118.png,282,167,0.45,16.739856719970703,29756,793,2084,14461,0.9118377102932614,0.9538861017166488,0.9740417034927493,0.9345477386934673,0.9480136357676675,0.9389094152121289,0.9412806872305675,0.865150039763748,0.8635262101261925,0.6760946192720941,0.6486813606828895,-0.027413258589204625,True,True,False,False,perfect_if_both_empty,0.9500293944738389,0.7690249702734839,0.8499979312190833,0.2826031906811851,5.0,1.4568422778762724
water_body_1180,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1180.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1180.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1180.png,144,238,0.45,16.739856719970703,12419,426,1555,19872,0.8624305555555556,0.9261344569148738,0.9668353444920202,0.8887219121225133,0.979012710611883,0.9421977124183006,0.9338673113671981,0.8808991291511827,0.8787949859914699,0.40773809523809523,0.37479575163398693,-0.032942343604108304,True,True,False,False,perfect_if_both_empty,0.9980879541108987,0.5681078568107857,0.7240749905785027,0.09545268332650553,13.0784943800515,3.290871183456216
water_body_1183,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1183.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1183.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1183.png,462,769,0.45,16.741031646728516,54920,4544,36689,259125,0.5711730263226317,0.727065723193423,0.9235840172205032,0.5995044155050268,0.9827662713477884,0.8839415894032279,0.7911353434264076,0.6823184461725792,0.6575537726771704,0.2578515979036135,0.1673731556696446,-0.09047844223396889,True,True,False,False,perfect_if_both_empty,0.7661118224498507,0.13799139932260152,0.2338601165698545,0.021777936451267403,203.9627415165258,53.64146913547915
water_body_1209,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1209.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1209.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1209.png,173,276,0.45,16.741031646728516,13255,4057,953,29483,0.7257049000821243,0.8410532994923858,0.7656538817005545,0.9329251126126126,0.8790399522957663,0.8950741392309626,0.9059825324541895,0.7721789136120212,0.7638708922696948,0.2975622015581805,0.36257016000670184,0.06500795844852136,True,True,False,False,perfect_if_both_empty,0.9650053022269353,0.3929830451569582,0.5585183746124532,0.06088560885608856,19.235384061671343,5.86497377238988
water_body_1210,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1210.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1210.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1210.png,155,210,0.45,16.741031646728516,6926,1444,821,23359,0.7535632684147535,0.8594651610101135,0.8274790919952211,0.8940234929650187,0.9417812361407895,0.9304147465437788,0.9179023645529041,0.8143907485985336,0.8133164095523596,0.2380030721966206,0.2571428571428571,0.019139784946236527,True,True,False,False,perfect_if_both_empty,0.903954802259887,0.42596117244004567,0.5790586093084706,0.06509274873524452,24.186773244895647,7.027645067788425
water_body_1223,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1223.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1223.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1223.png,240,391,0.45,16.741031646728516,26509,3105,5198,59028,0.7614902907043548,0.8645977723781413,0.8951509421219693,0.8360614375374523,0.9500265559364589,0.9115196078431372,0.8930439967369557,0.8000293640569289,0.7990018030149466,0.337883631713555,0.3155797101449275,-0.022303921568627483,True,True,False,False,perfect_if_both_empty,0.8902337228714524,0.4360703812316716,0.5853929844850431,0.15099288122892468,28.0178344238091,5.503809719879946
water_body_1224,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1224.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1224.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1224.png,80,124,0.45,16.742511749267578,5130,198,1100,3492,0.798070939639079,0.8876968333621734,0.9628378378378378,0.8234349919743178,0.9463414634146341,0.8691532258064516,0.884888227694476,0.7461717147295848,0.7332387512513342,0.6280241935483871,0.5370967741935484,-0.09092741935483872,True,True,False,False,perfect_if_both_empty,1.0,0.6829004329004329,0.8115755627009646,0.2708333333333333,6.082762530298219,1.6827499606541516
water_body_1227,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1227.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1227.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1227.png,141,227,0.45,16.742511749267578,15021,3159,3622,10205,0.6889734886707641,0.815848790158325,0.8262376237623762,0.8057179638470203,0.7636186770428015,0.7881400943543599,0.784668320444911,0.5668058801828705,0.566557603033374,0.5824663354891118,0.5680007498359734,-0.01446558565313838,True,True,False,False,perfect_if_both_empty,0.9617391304347827,0.3526542324246772,0.5160728658860693,0.06856165284905909,25.079872407968907,7.070280478198868
water_body_1233,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1233.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1233.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1233.png,137,214,0.45,16.742511749267578,6865,3974,2235,16244,0.525087960838305,0.6886002307036461,0.6333610111633915,0.7543956043956044,0.8034424770006925,0.7882188416672351,0.7789190406981484,0.5346432768040743,0.5299906660387806,0.310389521795484,0.3697046183232144,0.05931509652773037,True,True,False,False,perfect_if_both_empty,0.9264033264033265,0.6427762497977674,0.7589571837116448,0.17087140324560207,7.0710678118654755,2.186928094284451
water_body_1239,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1239.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1239.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1239.png,109,174,0.45,16.742511749267578,4795,958,2907,10306,0.5536951501154734,0.7127461910070606,0.8334781852946289,0.6225655673850948,0.9149502840909091,0.79621427818201,0.768757925738002,0.5742373671348135,0.5599187715877638,0.40609511757882527,0.3033322788147211,-0.10276283876410419,True,True,False,False,perfect_if_both_empty,0.9821428571428571,0.2472289156626506,0.3950214556222131,0.04150424214629672,43.56087111171479,14.127040673093637
water_body_1255,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1255.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1255.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1255.png,497,809,0.45,15.778592109680176,183005,28873,23647,166548,0.7770088101050844,0.8745131770721334,0.8637281831997659,0.8855709114840408,0.8522523167929752,0.8693769539362255,0.868911614138508,0.7386101398082994,0.7383597842416922,0.5139663692911486,0.526964009023237,0.01299763973208845,True,True,False,False,perfect_if_both_empty,0.8205168610148125,0.22046672342130302,0.3475495033052942,0.07404914951384216,36.6742416417845,11.55558159552673
water_body_1259,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1259.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1259.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1259.png,331,516,0.45,15.778592109680176,44236,1360,4175,121025,0.8887906612284262,0.9411214058527556,0.970172822177384,0.9137592695874904,0.9888875270662254,0.9675929178669289,0.9513233983268579,0.9195777006424574,0.9187930953892917,0.28344340616876273,0.2669617555446263,-0.016481650624136424,True,True,False,False,perfect_if_both_empty,0.9043151969981238,0.5561981877771351,0.6887694135402624,0.10341463414634146,12.0,3.8020175826754765
water_body_1262,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1262.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1262.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1262.png,595,844,0.45,15.778592109680176,80678,25113,66717,329672,0.4676768613629513,0.6373022205019235,0.7626168577667287,0.5473591370127887,0.9292162859196414,0.8171372814528655,0.7382877114662151,0.532194625527848,0.5194272810070717,0.293510295113306,0.21066350710900475,-0.08284678800430126,True,True,False,False,perfect_if_both_empty,0.926856774609312,0.2876292894216049,0.43901887946190615,0.06889995160063611,34.9857113690718,10.20898478652135
water_body_1269,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1269.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1269.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1269.png,612,964,0.45,15.778592109680176,340611,55208,19095,175054,0.8209195158514777,0.9016538168823004,0.8605221073268338,0.9469149805674635,0.7602383371984957,0.8740558809969354,0.8535766588829796,0.7341463821849489,0.7276881347261572,0.6097042551460419,0.6709160496840506,0.061211794538008735,True,True,False,False,perfect_if_both_empty,0.860109539023277,0.10531720539243197,0.18765656432301855,0.01703345527563962,99.0,34.11183302118217
water_body_1275,test,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1275.jpg,/kaggle/input/datasets/franciscoescobar/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1275.jpg,/kaggle/working/aereo-water-v3-full/evaluation/predictions/water_body_1275.png,268,439,0.45,13.248087882995605,47303,991,5394,63964,0.8810721203993443,0.9367765444445545,0.9794798525696774,0.8976412319486878,0.9847432838118697,0.9457297793492674,0.9411922578802787,0.8919946474446016,0.8893964074442647,0.44790568796110564,0.4104817597660898,-0.03742392819501583,True,True,False,False,perfect_if_both_empty,0.9143239625167336,0.28620342396777443,0.43594615438862216,0.043478260869565216,43.227281677402246,10.677054494880787
