threshold,iou,dice,precision,recall,specificity,pixel_accuracy,balanced_accuracy,mcc,cohen_kappa
0.1,0.626308624132126,0.7702211189667071,0.6376918933874351,0.972288324099573,0.6804420032864316,0.7873974552727261,0.8263651636930023,0.6334169489856306,0.5877351037948576
0.15000000000000002,0.6788204976130223,0.808687407114914,0.7025765979610089,0.95255228039315,0.7667306161395966,0.8348302928246053,0.8596414482663732,0.6931755007235754,0.669107653577036
0.2,0.7101736803315079,0.8305281369946526,0.748802787649831,0.9322782461110053,0.819082583432977,0.8605663795311579,0.8756804147719912,0.7268595899759985,0.714464708202894
0.25,0.7262302622288596,0.8414060141561551,0.7830415523279174,0.9091716574185983,0.8542780048183278,0.8743953577069382,0.8817248311184631,0.7440279593482827,0.738382523672349
0.30000000000000004,0.7293612715733879,0.8435036490782619,0.8093148521082071,0.8807084041121991,0.8799619415682964,0.8802355041698448,0.8803351728402478,0.7485365650123567,0.7467859487529945
0.35,0.7238076868851553,0.8397777691698822,0.8315400070397782,0.8481803813907804,0.9005993289341089,0.8813889026675663,0.8743898551624447,0.7457271275305274,0.7456348919408081
0.4,0.7117213179863813,0.8315855046119649,0.8508041207643857,0.8132159586990715,0.9175063347002955,0.8792861362343594,0.8653611466996836,0.7380474990313306,0.7375902266113575
0.45000000000000007,0.6963416469558935,0.8209922195867647,0.8681421911047483,0.7786999752621975,0.931581646819781,0.87555377490314,0.8551408110409893,0.7285681035456291,0.7260470534277919
0.5,0.6802041268186422,0.8096684396396105,0.8848222076307956,0.746281817882712,0.9438043031847027,0.8714165251442972,0.8450430605337074,0.7195353265493001,0.7136358803352553
0.55,0.6636388376691444,0.7978159954463931,0.9012358494709378,0.715688343654404,0.9546296340783352,0.8670627473542684,0.8351589888663696,0.711056454563112,0.7007235205406208
0.6,0.6438651912946036,0.7833552224407604,0.9160987333101878,0.6842122645157359,0.9637502885678108,0.8613055648291551,0.8239812765417733,0.7002489331557032,0.6844784797689459
0.65,0.6200285131615575,0.7654538276632481,0.9295953908091962,0.6505790514802287,0.9714967311324398,0.8538872461748704,0.8110378913063343,0.6863960207749804,0.6640854293971357
0.7000000000000001,0.5944893831549009,0.745679951758133,0.9423741739407261,0.6169160086908015,0.9781773597852426,0.8457827797068306,0.7975466842380221,0.6714788927511305,0.6418095543575618
0.75,0.5628505905953196,0.7202871393879297,0.9533742435602989,0.5787826194022008,0.9836255990323113,0.8352592816184959,0.781204109217256,0.6515561709788452,0.6131863261938785
0.8,0.5198510640408393,0.6840815871243429,0.9622457832991991,0.5306750457797255,0.9879553113610404,0.8203718470453235,0.7593151785703829,0.6222947947076667,0.5727727884217809
0.85,0.45941396494620024,0.6295869108846524,0.9694528089179496,0.46616213147699864,0.9915029325992651,0.798976733624671,0.7288325320381319,0.5787859905422069,0.5138933164873625
0.9,0.3963095206293738,0.567652823065678,0.9770126394208306,0.4000396723315307,0.9945552310757211,0.7766779588140585,0.6972974517036259,0.5323966794987065,0.45068966201058497
