timestamp_utc,request_id,model_version,checkpoint_sha256,device,threshold,resize_policy,status,error_type,error_message,input_filename,input_width,input_height,input_pixels,preprocessing_ms,model_ms,postprocessing_ms,total_ms,predicted_water_fraction,output_width,output_height,output_values
2026-08-01T18:13:19.026166+00:00,benchmark-025,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.137394000295899,13.828384399414062,3.2200720015680417,30.363109999598237,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.059145+00:00,benchmark-026,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.359722999666701,13.876704216003418,3.2530360003875103,30.6504580003093,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.092679+00:00,benchmark-027,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.465359999827342,13.859295845031738,3.2011470011639176,30.694076000145287,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.125928+00:00,benchmark-028,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,14.114499999777763,13.752287864685059,3.261187999669346,31.291322000470245,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.159941+00:00,benchmark-029,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.42458799990709,13.792415618896484,3.2104549991345266,30.625748999227653,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.193188+00:00,benchmark-030,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.890717000322184,13.76966381072998,3.362096998898778,31.180207999568665,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.227036+00:00,benchmark-031,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.478904000294278,13.62831974029541,3.335920000608894,30.6076650012983,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.260423+00:00,benchmark-032,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.6525560010341,13.660832405090332,3.2979699990391964,30.773554000916192,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.293773+00:00,benchmark-033,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.331579000805505,14.83033561706543,4.788742000528146,33.134855000753305,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.330456+00:00,benchmark-034,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,12.903449000077671,13.308320045471191,3.1446769989997847,29.510033999031293,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.362715+00:00,benchmark-035,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.86901499972737,13.266240119934082,3.036242000234779,30.331594998642686,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.395763+00:00,benchmark-036,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.895457001126488,13.664992332458496,3.1839909988775617,30.903242999556824,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.429275+00:00,benchmark-037,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.250093999886303,13.47158432006836,3.3037220000551315,30.18853499997931,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.462150+00:00,benchmark-038,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.425269000435947,13.429120063781738,3.2442219999211375,30.26880200013693,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.495137+00:00,benchmark-039,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,12.76087699989148,13.386719703674316,2.98995599951013,29.310203999557416,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.528083+00:00,benchmark-040,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.536422999095521,13.146464347839355,3.2058990000223275,30.05184599896893,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.561025+00:00,benchmark-041,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.263767999887932,13.59280014038086,3.3673090001684614,30.41659699920274,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.594113+00:00,benchmark-042,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,16.359404000468203,16.20140838623047,3.5679510001500603,36.34717099885165,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.634049+00:00,benchmark-043,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,19.50302299883333,16.536287307739258,3.9174540015665116,40.188102999309194,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.678058+00:00,benchmark-044,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,14.999574999819743,13.2128324508667,3.4032690000458388,31.78045899949211,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.712493+00:00,benchmark-045,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.2831820010324,13.265119552612305,3.343033000419382,30.07358900140389,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.745279+00:00,benchmark-046,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.238612000350258,13.817472457885742,3.3089199987443862,30.522212000505533,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.778546+00:00,benchmark-047,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,14.54980299968156,13.734848022460938,3.4608539990585996,31.91101599986723,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.813288+00:00,benchmark-048,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.543683000534656,13.515711784362793,3.329474000565824,30.55152999877464,0.13353293413173653,334,435,"[0, 1]"
2026-08-01T18:13:19.846559+00:00,benchmark-049,segformer-v3.0.0,dc0af932cfbcb2f3ea9cfa0e18e0f8438636027de2579d534412f7472b4521a4,cuda,0.45,letterbox,ok,,,water_body_2496.jpg,334,435,145290,13.507224000932183,13.25171184539795,3.3987930000876077,30.322925998916617,0.13353293413173653,334,435,"[0, 1]"
