threshold,iou,dice,precision,recall,specificity,pixel_accuracy,balanced_accuracy,mcc,cohen_kappa
0.1,0.6129126819011796,0.7600072698030056,0.6359160411348312,0.9442699972235203,0.6556284555106116,0.7679449139219342,0.799949226367066,0.5921754596276555,0.5513709411370544
0.15000000000000002,0.6544416669412587,0.7911329604641718,0.6929195137529517,0.9217855620771724,0.7397872142151729,0.8106065763460173,0.8307863881461727,0.6455027882200985,0.624154393390847
0.2,0.6780991116327622,0.8081752822966256,0.7314624321467346,0.902864047330409,0.7888628339672503,0.8332230894715635,0.8458634406488297,0.6750280619094987,0.6635065253865883
0.25,0.6919511555996989,0.8179327793353967,0.7605041291345044,0.8847432099075764,0.822522625622266,0.8467339557923359,0.8536329177649211,0.6927643168367199,0.6868980715356616
0.30000000000000004,0.6991132195896798,0.8229154026104384,0.7842744590897437,0.8655613230668332,0.8483436358604158,0.8550433979167805,0.8569524794636245,0.7031645055353921,0.7007226091359663
0.35,0.7006993577805889,0.8240131973648781,0.8050428801771515,0.843899137234649,0.8698212992657308,0.8597344440735859,0.8568602182501899,0.7080652668965544,0.707522082822465
0.4,0.6997063034548121,0.8233261264403074,0.8240327640348636,0.8226206997414331,0.8881035601426425,0.8626228101325758,0.8553621299420378,0.7109460860280781,0.7109453863044272
0.45000000000000007,0.6969037440129222,0.8213827643103075,0.841824789948271,0.801909989499651,0.9040220132581795,0.8642880899922831,0.8529660013789153,0.7126062615413187,0.7120600666723375
0.5,0.6935199554056912,0.8190277926067366,0.8602685449988051,0.7815602673190061,0.9191366156925616,0.8656027822783499,0.8503484415057838,0.7146045602770498,0.7125295779107917
0.55,0.6879367395832453,0.8151214716175893,0.8778676956665592,0.7607465645348711,0.9325827883668029,0.8657177211521389,0.846664676450837,0.7150271288723424,0.7105356114044291
0.6,0.6800191859838208,0.8095374048786246,0.8938804222470405,0.7397385995802146,0.9440598441970158,0.8645541762416458,0.8418992218886152,0.7135066196264118,0.7058924254920349
0.65,0.6673650212386943,0.8005026046940883,0.9092547190082534,0.7149861347403877,0.9545467010840835,0.8613286763082295,0.8347664179122356,0.7083669337769884,0.6965450785493414
0.7000000000000001,0.6487988593493803,0.7869957644262293,0.923463074589771,0.6856691144629454,0.9638011004649448,0.8555741299004543,0.8247351074639451,0.6986031191446094,0.6813138706274472
0.75,0.6262983052106753,0.7702133159753158,0.9363139067404748,0.65416541648909,0.9716573784144549,0.8481146183325139,0.8129113974517724,0.6857874152946362,0.6620329395052944
0.8,0.5990460293575951,0.7492542658052906,0.9482599774841651,0.6192879643605127,0.9784760915995013,0.8387084818664409,0.7988820279800071,0.6694100077430685,0.6379340452132338
0.85,0.5648104075795478,0.7218898913807683,0.9594897759271883,0.5786082638546907,0.9844389739718844,0.8265217601002514,0.7815236189132875,0.6477710729760988,0.6067657098349323
0.9,0.5166608719192525,0.681313642997127,0.9710348583214677,0.524748054464705,0.9900294072754077,0.8089787054173041,0.7573887308700563,0.6158896792062581,0.5616289175025927
