threshold,iou,dice,precision,recall,specificity,pixel_accuracy,balanced_accuracy,mcc,cohen_kappa
0.1,0.710763518531796,0.8309313482927019,0.7492235904979061,0.9326421003440322,0.8011527653124283,0.8523180145761627,0.8668974328282302,0.7158739267601236,0.7025758408279135
0.15000000000000002,0.7332967799941043,0.8461295127965316,0.7868394524205164,0.915083003031276,0.8420896880414809,0.8704929129504935,0.8785863455363785,0.7416687890028258,0.7354167765944735
0.2,0.7463248313288785,0.854737695919902,0.8139829380334113,0.8997885990660517,0.8690193117760718,0.880992284743658,0.8844039554210618,0.7570921877371062,0.7543740737993936
0.25,0.7540588846974678,0.8597874236445883,0.8355640808325122,0.885457187940252,0.889002346253004,0.8876228510360895,0.887229767096628,0.7670529142018702,0.7661558218066108
0.30000000000000004,0.7584862526123192,0.862658154404733,0.8539176618798239,0.8715794284565173,0.905023100226631,0.8920094683453753,0.8883012643415742,0.7738080083141275,0.7736979443450055
0.35,0.7605090276958142,0.8639649280199171,0.8701716802614001,0.857846091619259,0.9184726790478265,0.8948816063798669,0.8881593853335428,0.7783723908102439,0.7783198080933178
0.4,0.7608801581719346,0.864204363529027,0.8849611412523685,0.844398972131228,0.9300806531930168,0.8967401197740248,0.8872398126621224,0.7815363160452049,0.7809768748872806
0.45000000000000007,0.7600481591521194,0.8636674572794223,0.8987391981755115,0.8312301404578792,0.9403434321902955,0.8978851691826241,0.8857867863240874,0.7837626079993082,0.7822386008832534
0.5,0.7578549963420335,0.8622497281278305,0.9114319061383045,0.8181036758077214,0.9493603474363053,0.8982856323669007,0.8837320116220133,0.784865373868239,0.781998149634915
0.55,0.7542689855039696,0.859923981711712,0.9228515957056932,0.8050303870275557,0.9571316609423505,0.8979458753323499,0.8810810239849531,0.7847460042368125,0.7802427697289914
0.6,0.7496111153895076,0.8568888352342517,0.9335479819304219,0.7918641832979323,0.9640952809347795,0.8970765600671301,0.8779797321163558,0.7837951427732295,0.7773739644361173
0.65,0.7430776445040005,0.8526041818584004,0.9427616866078316,0.7781853248766866,0.969904799357129,0.895302743622751,0.8740450621169078,0.7811199809817757,0.772569334466673
0.7000000000000001,0.7343421331238748,0.8468249938680635,0.9505426216106686,0.763514749048513,0.9746950064692047,0.8925203532327861,0.8691048777588588,0.7764552173907723,0.7655500202159302
0.75,0.723683490108145,0.8396941715357971,0.9577374785819602,0.7475561837229736,0.9789872902100961,0.8889326082242952,0.8632717369665348,0.7702832594406694,0.7566844125234194
0.8,0.710289573428454,0.8306073830580682,0.9645080538130859,0.729352828867162,0.982904140864497,0.8842420244550372,0.8561284848658295,0.7620315793217955,0.7452359303320075
0.85,0.6924954795543782,0.8183129443119189,0.970946627449531,0.7071485553736307,0.9865215125982458,0.8778116541864711,0.8468350339859383,0.7504720764801125,0.7296521709869833
0.9,0.6672010713625696,0.8003846480464167,0.9775518888859364,0.677582543141124,0.9900886800548815,0.8684860087219096,0.8338356115980028,0.7334715062158811,0.7070518595225381
