threshold,iou,dice,precision,recall,specificity,pixel_accuracy,balanced_accuracy,mcc,cohen_kappa
0.1,0.6690410919709702,0.8017071541131437,0.6864075950268611,0.9635617868068108,0.7453460084440013,0.8253174370380205,0.8544538976254061,0.6834492156827375,0.6533111195124086
0.15000000000000002,0.7070156967812081,0.8283646109574443,0.7327721255879405,0.9526395044967578,0.7990310942537456,0.8553253003984809,0.8758352993752517,0.7251789552797854,0.7069633289313
0.2,0.731028303885905,0.8446173898426196,0.7649673979191095,0.9427817844587003,0.8324347999493835,0.8728746162562512,0.8876082922040419,0.7505796385037679,0.7390118969293993
0.25,0.7466211786467173,0.8549320113308138,0.7889431048588428,0.932967423064343,0.8556197452918295,0.8839660194994328,0.8942935841780862,0.7667860825083377,0.7593703330187705
0.30000000000000004,0.7563147672871466,0.8612519593573443,0.8078788960368343,0.9221761475723023,0.8731384074163383,0.8911096932908849,0.8976572774943203,0.7768665855737649,0.7722864941881024
0.35,0.7615127832467229,0.8646122701910168,0.8235660528878128,0.9099645558602533,0.8872294616379959,0.8955613887690883,0.8985970087491246,0.7825206931178352,0.7799490096910527
0.4,0.762162564812073,0.8650309341843887,0.8368260626578282,0.895203389015851,0.8990224621249718,0.8976228532848924,0.8971129255704113,0.7838725163191909,0.7827177521103676
0.45000000000000007,0.7594488050438256,0.8632803669725516,0.8484597863502298,0.8786279132377404,0.9092202270252859,0.8980087965048086,0.8939240701315132,0.7822915409425294,0.7819880192319792
0.5,0.7539317579389622,0.8597047798768456,0.8592038416777233,0.8602063025367361,0.9184573766608239,0.8971096003918951,0.88933183959878,0.7784725818327629,0.7784722519498559
0.55,0.7454497698811269,0.8541635316516675,0.869475323093658,0.8393817003623767,0.927107587012944,0.8949579206012941,0.8832446436876604,0.7724141645178203,0.7721216726967765
0.6,0.7346009265485423,0.8469970415733946,0.8795647144159578,0.8167550252456013,0.9353058177382761,0.8918594807789496,0.8760304214919388,0.7648057166110511,0.7635526208247745
0.65,0.7212933266481957,0.838082987346196,0.889574929688735,0.7922259689501016,0.9431118660884766,0.8878154029299602,0.8676689175192891,0.755657099433646,0.7526982087849077
0.7000000000000001,0.704669558927024,0.8267520883878123,0.8994722588016565,0.7649108819035388,0.9505465659669142,0.8825150470549606,0.8577287239352265,0.7443021752130202,0.7387501368024262
0.75,0.6843667922551337,0.8126101694736708,0.9100095439020134,0.7340445336919055,0.9580085976289785,0.875930544973266,0.846026565660442,0.7307629241732556,0.7214552886390457
0.8,0.6592260321383904,0.7946187190527476,0.9209801189027936,0.6987482394730576,0.9653187847190463,0.8676263653882836,0.832033512096052,0.7141723336974068,0.6996486258232543
0.85,0.6264991622480438,0.7703651828287897,0.9332216443008255,0.6559034970638947,0.972849468939196,0.8566955301720097,0.8143764830015454,0.6927983196831882,0.6707628922914726
0.9,0.5782220080487755,0.7327511656787203,0.947287812608992,0.5974450298608353,0.9807684403963116,0.8402885860794238,0.7891067351285734,0.6608998095727563,0.627018030291962
