threshold,iou,dice,precision,recall,specificity,pixel_accuracy,balanced_accuracy,mcc,cohen_kappa
0.1,0.6896321999202097,0.8163104372096798,0.7204464829637703,0.9416017202748144,0.7672660281994615,0.8351036907631756,0.854433874237138,0.6913196768994598,0.6714560440587625
0.15000000000000002,0.7113254990450658,0.8313152576082008,0.7540154608699686,0.9262746384006563,0.8075151130303666,0.85372692721707,0.8668948757155115,0.7162121324600694,0.704573607643638
0.2,0.725873180275306,0.8411663018710528,0.7799704166466437,0.9127825239457089,0.8359789585126352,0.8658648315287414,0.874380741229172,0.7330433467630157,0.7263134627495318
0.25,0.7366578736090158,0.8483626911248081,0.8020739792570722,0.9003213860917793,0.8584808095497182,0.8747618526289791,0.8794010978207487,0.7458947144258883,0.7422985576178256
0.30000000000000004,0.7448037146578796,0.8537392583485192,0.8215158592583908,0.8885937416091471,0.8770251690678886,0.8815267425039154,0.8828094553385178,0.7560791900271082,0.7544378941431914
0.35,0.7506904646364823,0.8575935949846594,0.8388844742541562,0.8771562678171728,0.8926896750049629,0.8866453015165173,0.8849229714110678,0.7640475307559885,0.7635233763969442
0.4,0.7545194154330823,0.860086709552699,0.8546679691060841,0.8655745998955678,0.9062442912467584,0.8904188640745647,0.8859094455711631,0.7700771021115357,0.7700352880547782
0.45000000000000007,0.7564759800271224,0.861356475840269,0.8690380107560145,0.8538095472052961,0.9180409717556763,0.8930471815985122,0.8859252594804863,0.7743934801040413,0.7743133150035164
0.5,0.7568952368137645,0.8616281960971556,0.8822269448372309,0.8419694038795305,0.9284035916160226,0.8947702421175017,0.8851864977477766,0.7773583807012514,0.7768068969156634
0.55,0.7560073984463646,0.8610526346474913,0.8942550706049459,0.8302274542423581,0.9374648013286185,0.8957365076025049,0.8838461277854883,0.7791749785109683,0.7778003304385347
0.6,0.7537206705881182,0.8595675277469981,0.9051128033631126,0.818386328294156,0.945349696735016,0.8959455956945886,0.881868012514586,0.7797414328890111,0.7772538326993006
0.65,0.7500521216194226,0.8571768947376913,0.915187286303149,0.8060822729199539,0.9524161416081433,0.8954745739490002,0.8792492072640485,0.7791591696242275,0.7752742631821304
0.7000000000000001,0.7450817910238621,0.8539219134098156,0.9246920529190029,0.7932142608222722,0.9588506006594592,0.8943980379260226,0.8760324307408657,0.7775562585585362,0.7719881166059022
0.75,0.7385014847718638,0.8495839563447646,0.9337335432900128,0.7793478586257683,0.9647684753122614,0.8926174368335928,0.8720581669690148,0.7747159735258695,0.7671388316343327
0.8,0.7294806244712035,0.843583459854308,0.9425926466205662,0.7633968572078212,0.970384221819003,0.8898411108341528,0.8668905395134121,0.7700727779821307,0.7600060619195133
0.85,0.7166997459505712,0.8349739057644238,0.9515687259913154,0.7438327759426605,0.975884828913751,0.8855885236691206,0.8598588024282057,0.7627308925742257,0.7494128588939977
0.9,0.6978221242013832,0.822020297950379,0.9618058503076875,0.7177106953881873,0.981845338628213,0.8790650267701049,0.8497780170082001,0.7513669596227475,0.7333368109857217
